i,timestamp,trend,entry_score,wp,dp,rs,vs,bs,bb,ret5,ret5_hot,hot_ret5,breakout_entry,vshape,strong_breakout_context,alpha_ok_if_raw1,in_uptrend_macro,is_real_entry
177,2018-10-02 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0026270587046579585,0.06999999999999999,False,False,False,False,True,True,False
178,2018-10-02 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004042445679636186,0.06,False,False,False,False,True,True,False
179,2018-10-02 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0009137983551629203,0.06,False,False,False,False,True,True,False
180,2018-10-03 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0004059677255658922,0.06,False,False,False,False,True,True,False
181,2018-10-03 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0010140959334753452,0.06,False,False,False,False,True,True,False
182,2018-10-03 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.002127444027960723,0.06,False,False,False,False,False,True,False
183,2018-10-03 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.001927955352612809,0.06,False,False,False,False,True,True,False
184,2018-10-03 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0025406504065039748,0.06,False,False,False,False,True,True,False
185,2018-10-04 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0020290149132595747,0.06999999999999999,False,False,False,False,True,True,False
186,2018-10-04 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0027408384935538876,0.06999999999999999,False,False,False,False,True,True,False
187,2018-10-04 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0035532994923856975,0.06999999999999999,False,False,False,False,False,True,False
188,2018-10-04 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0035583570557136124,0.06999999999999999,False,False,False,False,True,True,False
189,2018-10-04 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005575266092245235,0.06999999999999999,False,True,False,True,True,True,False
190,2018-10-05 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0025311329351016543,0.06999999999999999,False,False,False,False,True,True,False
191,2018-10-05 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0025308766956873008,0.06999999999999999,False,False,False,False,False,True,False
192,2018-10-05 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0003034901365704945,0.06999999999999999,False,False,False,False,False,True,False
193,2018-10-05 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0,0.06999999999999999,False,False,False,False,True,True,False
194,2018-10-05 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009475806451612834,0.06,False,False,False,False,True,True,False
195,2018-10-08 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0129266814784893,0.06,False,False,False,False,True,True,False
196,2018-10-08 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.013430273654448155,0.06,False,False,False,False,True,True,False
197,2018-10-08 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00961343857518726,0.06,False,False,False,False,False,True,False
198,2018-10-08 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.013676425894033062,0.06,False,False,False,False,False,False,False
199,2018-10-08 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009566456340321605,0.06,False,False,False,False,False,False,False
200,2018-10-09 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0027624309392264568,0.06,False,False,False,False,False,False,False
201,2018-10-09 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0036847492323439646,0.06,False,False,False,False,False,False,False
202,2018-10-09 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005415346888730022,0.06,False,False,False,False,False,False,False
203,2018-10-09 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.001335250616269601,0.06,False,False,False,False,False,False,False
204,2018-10-09 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00030826140567197235,0.06,False,False,False,False,False,False,False
205,2018-10-10 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0015389350569405824,0.06,False,False,False,False,False,False,False
206,2018-10-10 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00041093075816722724,0.06,False,False,False,False,False,False,False
207,2018-10-10 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0007191288267925922,0.06,False,False,False,False,False,False,False
208,2018-10-10 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0014398848092151972,0.06,False,False,False,False,False,False,False
209,2018-10-10 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0019517205957884087,0.06,False,False,False,False,False,False,False
210,2018-10-11 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.03524455404849991,0.06,False,False,False,False,False,False,False
211,2018-10-11 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.04583761562178834,0.06,False,False,False,False,False,False,False
212,2018-10-11 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0451321065076592,0.06,False,False,False,False,False,False,False
213,2018-10-11 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.045936759707487895,0.06,False,False,False,False,False,False,False
214,2018-10-11 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.052902428983120586,0.06,False,False,False,False,False,False,False
215,2018-10-12 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.02364469059537755,0.06,False,False,False,False,False,False,False
216,2018-10-12 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007755277897457891,0.06,False,False,False,False,False,False,False
217,2018-10-12 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007644272179155753,0.06,False,False,False,False,False,False,False
218,2018-10-12 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.013170679045665601,0.06,False,False,False,False,False,False,False
219,2018-10-12 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.02586394262116931,0.06,False,False,False,False,False,False,False
220,2018-10-15 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.018872041016690266,0.06,False,False,False,False,False,False,False
221,2018-10-15 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.00770733825445058,0.06,False,False,False,False,False,False,False
222,2018-10-15 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007920147553433843,0.06,False,False,False,False,False,False,False
223,2018-10-15 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01331912626531695,0.06,False,False,False,False,False,False,False
224,2018-10-15 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.026483050847457612,0.06,False,False,False,False,False,False,False
225,2018-10-16 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005032119914346933,0.06,False,False,False,False,False,False,False
226,2018-10-16 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0014004093504255133,0.06,False,False,False,False,False,False,False
227,2018-10-16 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0009687836383207582,0.06,False,False,False,False,False,False,False
228,2018-10-16 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.009827213822894088,0.06,False,False,False,False,False,False,False
229,2018-10-16 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.017519042437432075,0.06,False,False,False,False,False,False,False
230,2018-10-17 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.022274830517593935,0.06,False,False,False,False,False,False,False
231,2018-10-17 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.022977346278317157,0.06,False,False,False,False,False,False,False
232,2018-10-17 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.018711689428970724,0.06,False,False,False,False,False,False,False
233,2018-10-17 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.010587102983638186,0.06,False,False,False,False,False,False,False
234,2018-10-17 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.011121805154528985,0.06,False,False,False,False,False,False,False
235,2018-10-18 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.011263157894736864,0.06,False,False,False,False,False,False,False
236,2018-10-18 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009807023093957534,0.06,False,False,False,False,False,False,False
237,2018-10-18 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.009289559801541225,0.06,False,False,False,False,False,False,False
238,2018-10-18 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.006878306878306928,0.06,False,False,False,False,False,False,False
239,2018-10-18 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007720782654680014,0.06,False,False,False,False,False,False,False
240,2018-10-22 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0034067922921323657,0.06,False,False,False,False,False,False,False
241,2018-10-22 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0041533546325878135,0.06,False,False,False,False,False,False,False
242,2018-10-22 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003196590303676028,0.06,False,False,False,False,False,False,False
243,2018-10-22 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.012573255194459176,0.06,False,False,False,False,False,False,False
244,2018-10-22 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.017800042634832702,0.06,False,False,False,False,False,False,False
245,2018-10-23 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.024890503151372756,0.06,False,False,False,False,False,False,False
246,2018-10-23 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.031226606780023536,0.06,False,False,False,False,False,False,False
247,2018-10-23 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.030999465526456493,0.06,False,False,False,False,False,False,False
248,2018-10-23 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.03528650048559412,0.06,False,False,False,False,False,False,False
249,2018-10-23 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.022246337493217583,0.06,False,False,False,False,False,False,False
250,2018-10-24 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007997370727432007,0.06,False,False,False,False,False,False,False
251,2018-10-24 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0022077491996910226,0.06,False,False,False,False,False,False,False
252,2018-10-24 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0060672917815775,0.06,False,False,False,False,False,False,False
253,2018-10-24 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0038031319910514227,0.06,False,False,False,False,False,False,False
254,2018-10-24 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.017758046614872347,0.06,False,False,False,False,False,False,False
255,2018-10-25 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.04307012700165658,0.06,False,False,False,False,False,False,False
256,2018-10-25 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.039982376913756945,0.06,False,False,False,False,False,False,False
257,2018-10-25 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.02719200887902329,0.06,False,False,False,False,False,False,False
258,2018-10-25 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01950078003120126,0.06,False,False,False,False,False,False,False
259,2018-10-25 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.002372881355932277,0.06,False,False,False,False,False,False,False
260,2018-10-26 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.02123485285631843,0.06,False,False,False,False,False,False,False
261,2018-10-26 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.012735199632859073,0.06,False,False,False,False,False,False,False
262,2018-10-26 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00399315459212779,0.06,False,False,False,False,False,False,False
263,2018-10-26 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004091374019774996,0.06,False,False,False,False,False,False,False
264,2018-10-26 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.019276293540750777,0.06,False,False,False,False,False,False,False
265,2018-10-29 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.010396654989264231,0.06,False,False,False,False,False,False,False
266,2018-10-29 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.011328877308258711,0.06,False,False,False,False,False,False,False
267,2018-10-29 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005154639175257714,0.06,False,False,False,False,False,False,False
268,2018-10-29 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008602150537634468,0.06,False,False,False,False,False,False,False
269,2018-10-29 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.009195402298850519,0.06,False,False,False,False,False,False,False
270,2018-10-30 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004453579993148216,0.06,False,False,False,False,False,False,False
271,2018-10-30 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.008250257820556772,0.06,False,False,False,False,False,False,False
272,2018-10-30 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0006837606837606369,0.06,False,False,False,False,False,False,False
273,2018-10-30 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0012558511245577275,0.06,False,False,False,False,False,False,False
274,2018-10-30 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.002277904328018221,0.06,False,False,False,False,False,False,False
275,2018-10-31 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.004206457480673054,0.06,False,False,False,False,False,False,False
276,2018-10-31 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003977724741447863,0.06,False,False,False,False,False,False,False
277,2018-10-31 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.011274342330030773,0.06,False,False,False,False,False,False,False
278,2018-10-31 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.018814139110604255,0.06,False,False,False,False,False,False,False
279,2018-10-31 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.03196347031963476,0.06,False,False,False,False,False,False,False
280,2018-11-01 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.018793162006113473,0.06,False,False,False,False,False,False,False
281,2018-11-01 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.013131084446456942,0.06,False,False,False,False,False,False,False
282,2018-11-01 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0055180180180181004,0.06,False,False,False,False,False,False,False
283,2018-11-01 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0024622271964186426,0.06,False,False,False,False,False,False,False
284,2018-11-01 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.02212389380530977,0.06,False,False,False,False,False,False,False
285,2018-11-02 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007111901322369163,0.06,False,False,False,False,False,False,False
286,2018-11-02 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.003351955307262511,0.06,False,False,False,False,False,False,False
287,2018-11-02 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0006719677455482298,0.06,False,False,False,False,False,False,False
288,2018-11-02 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.01593178503309778,0.06,False,True,False,False,True,False,False
289,2018-11-02 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.025452488687782715,0.06,False,False,False,False,False,False,False
290,2018-11-05 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0015668718522663383,0.06,False,False,False,False,False,False,False
291,2018-11-05 03:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.00579064587973277,0.06,False,False,False,False,True,True,False
292,2018-11-05 04:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0008965594530986332,0.06,False,False,False,False,False,True,False
293,2018-11-05 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.011043622308117063,0.06999999999999999,False,False,False,False,True,True,False
294,2018-11-05 07:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008273579702151146,0.06999999999999999,False,False,False,False,True,True,False
295,2018-11-06 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007822103028271243,0.06999999999999999,False,False,False,False,True,True,False
296,2018-11-06 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.007616487455197163,0.06999999999999999,False,False,False,False,True,True,False
297,2018-11-06 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.013909141895681376,0.06999999999999999,False,False,False,False,False,True,False
298,2018-11-06 06:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.008486878838637635,0.06999999999999999,False,False,False,False,True,True,False
299,2018-11-06 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.005561735261401579,0.06,False,False,False,False,True,True,False
300,2018-11-07 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008315777802417101,0.06,False,False,False,False,True,True,False
301,2018-11-07 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.002334370831480692,0.06999999999999999,False,False,False,False,True,True,False
302,2018-11-07 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0059741121805508834,0.06999999999999999,False,False,False,False,False,True,False
303,2018-11-07 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01461632155907433,0.06,False,False,False,False,True,True,False
304,2018-11-07 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0008948545861298118,0.06,False,False,False,False,True,True,False
305,2018-11-08 02:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.011292486583184269,0.06999999999999999,False,False,False,False,True,True,False
306,2018-11-08 03:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006016713091921977,0.06999999999999999,False,False,False,False,False,True,False
307,2018-11-08 04:00:00+00:00,strong,2,0.5,0.05,0.0,1.0,0.0,0.5,0.006455203116304986,0.06999999999999999,False,False,False,False,False,True,False
308,2018-11-08 06:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.008540285425328697,0.06,False,False,False,False,True,True,False
309,2018-11-08 07:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0007822977201610293,0.06,False,False,False,False,True,True,False
310,2018-11-09 02:00:00+00:00,moderate,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.013819789939192972,0.06,False,False,False,False,True,True,False
311,2018-11-09 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.017056152397829205,0.06,False,False,False,False,True,True,False
312,2018-11-09 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.019020236647130262,0.06,False,False,False,False,False,True,False
313,2018-11-09 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.015041782729805053,0.06,False,False,False,False,True,True,False
314,2018-11-09 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.01730876605248466,0.06,False,False,False,False,True,True,False
315,2018-11-12 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.016143497757847514,0.06,False,False,False,False,True,True,False
316,2018-11-12 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007323943661971866,0.06,False,False,False,False,True,True,False
317,2018-11-12 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0072145192199301045,0.06,False,False,False,False,False,True,False
318,2018-11-12 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.004638009049773739,0.06,False,False,False,False,False,False,False
319,2018-11-12 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.005681818181818121,0.06,False,False,False,False,False,False,False
320,2018-11-13 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.007634457611668255,0.06,False,False,False,False,False,False,False
321,2018-11-13 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0077185017026105696,0.06,False,False,False,False,False,False,False
322,2018-11-13 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.008175315090269142,0.06,False,False,False,False,False,False,False
323,2018-11-13 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.010910330719399952,0.06,False,False,False,False,False,False,False
324,2018-11-13 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.013785310734463319,0.06,False,False,False,False,False,False,False
325,2018-11-14 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0033298886209667256,0.06,False,False,False,False,False,False,False
326,2018-11-14 03:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,0.0006863417982154729,0.06,False,False,False,False,False,False,False
327,2018-11-14 04:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0022896393817973815,0.06,False,False,False,False,False,False,False
328,2018-11-14 06:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.0024129610479144414,0.06,False,False,False,False,False,False,False
329,2018-11-14 07:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.002062328139321723,0.06,False,False,False,False,False,False,False
330,2018-11-15 02:00:00+00:00,weak,2,0.5,0.05,0.0,1.0,0.0,0.5,-0.003776607919432351,0.06,False,False,False,False,False,False,False
